<DATE>;<TIME>;<LAST>;<VOL>;<ID>;<OPER>
21/09/20;09:00:00;75.6053000;75.6460000;75.2790000;75.3890000;1337
21/09/20;10:00:00;75.3970000;75.7330000;75.3860000;75.6380000;1275
21/09/20;11:00:00;75.6346000;76.1525200;75.5010000;76.0761100;94777
21/09/20;12:00:00;76.0700000;76.5523800;76.0326000;76.3405000;141203
21/09/20;13:00:00;76.2983000;76.4000000;76.1511000;76.3166900;99379
21/09/20;14:00:00;76.2683000;76.4030600;76.1373000;76.1374000;101698
21/09/20;15:00:00;76.1775000;76.2566100;76.0792000;76.2025000;77739
21/09/20;16:00:00;76.2025000;76.4700000;76.1480000;76.2256000;89889
21/09/20;17:00:00;76.2350000;76.4332600;76.0995000;76.3000000;53515
21/09/20;18:00:00;76.3125000;76.4988100;76.2424000;76.3985400;53226
21/09/20;19:00:00;76.3950000;76.5402800;76.2496000;76.3800000;31053
21/09/20;20:00:00;76.3669000;76.3875000;76.2230000;76.3260000;28261
21/09/20;21:00:00;76.3255000;76.3675000;76.2430000;76.2940000;22350
21/09/20;22:00:00;76.2875000;76.3350000;76.2170000;76.2750000;21432
21/09/20;23:00:00;76.2725000;76.3100000;76.2040000;76.2705000;17083
22/09/20;00:00:00;76.2800000;76.4030000;76.0330000;76.2106000;10542
22/09/20;01:00:00;76.2220000;76.6180000;75.9254000;76.4953000;343
22/09/20;02:00:00;76.5053000;76.5057000;75.4590000;75.9360000;770
22/09/20;03:00:00;75.8960000;76.0742000;75.8580000;75.8780000;1074
22/09/20;04:00:00;76.0095000;76.0477000;75.8220000;75.8920000;555
22/09/20;05:00:00;76.0199000;76.5830000;75.8730000;76.1050000;923
22/09/20;06:00:00;76.1050000;76.1900000;75.9800000;76.0700000;921
22/09/20;07:00:00;76.0710000;76.1880000;76.0160000;76.0590000;993
22/09/20;08:00:00;76.0590000;76.1900000;76.0030000;76.0420000;1407
22/09/20;09:00:00;76.0420000;76.2117000;76.0170000;76.0860000;1127
22/09/20;10:00:00;76.1430000;76.6100000;76.0280000;76.3400000;1494
22/09/20;11:00:00;76.3186000;76.4735100;76.1655000;76.2378000;165311
22/09/20;12:00:00;76.2378000;76.2881100;76.0887000;76.2225000;147867
22/09/20;13:00:00;76.1799000;76.2416100;75.7914000;75.9626000;131847
22/09/20;14:00:00;76.0125000;76.0350000;75.7899000;75.8185000;114018
22/09/20;15:00:00;75.8185000;75.9420100;75.6769000;75.9250000;121062
22/09/20;16:00:00;75.8813000;76.0100000;75.7360000;75.7805000;128192
22/09/20;17:00:00;75.8250000;76.0026600;75.6653000;75.9233000;136839
22/09/20;18:00:00;75.9211000;76.2350100;75.8273000;76.2150000;106617
22/09/20;19:00:00;76.2150000;76.2161100;76.0504000;76.1283000;102495
22/09/20;20:00:00;76.1285000;76.2379800;75.9958000;76.1802000;44506
22/09/20;21:00:00;76.1750000;76.2333300;76.0596000;76.1278100;49833
22/09/20;22:00:00;76.1250000;76.1748000;76.0160000;76.1365000;41596
22/09/20;23:00:00;76.1354000;76.1663000;75.9820000;76.0358000;34580
23/09/20;00:00:00;76.0330000;76.2000000;75.8850000;76.0307000;12949
23/09/20;01:00:00;76.0290000;76.0994000;75.6940000;76.0680000;281
23/09/20;02:00:00;76.0388000;76.0790000;75.7750000;75.7840000;363
23/09/20;03:00:00;75.7800000;76.0920000;75.7750000;76.0336000;482
23/09/20;04:00:00;76.0320000;76.0584000;75.7610000;75.8250000;1644
23/09/20;05:00:00;76.0387000;76.0586000;75.7900000;75.8360000;1139
23/09/20;06:00:00;76.0278000;76.1821000;75.8160000;76.0440000;1367
23/09/20;07:00:00;76.1000000;76.2890000;76.0290000;76.0939000;1329
23/09/20;08:00:00;76.0932000;76.2885000;75.6940000;75.9790000;1708
23/09/20;09:00:00;76.0909000;76.2050000;75.6940000;76.0490000;1304
23/09/20;10:00:00;76.1137000;76.2863000;76.0500000;76.2196000;772
23/09/20;11:00:00;76.2326000;76.4300000;76.1700000;76.2664000;158064
23/09/20;12:00:00;76.2664000;76.4021000;76.1271000;76.1432000;136152
23/09/20;13:00:00;76.1432000;76.3970000;76.1247000;76.2938000;128012
23/09/20;14:00:00;76.2938000;76.5414000;76.2885000;76.4720000;107529
23/09/20;15:00:00;76.4720000;76.8730000;76.4632000;76.8000000;110567
23/09/20;16:00:00;76.8001000;76.9659100;76.6947000;76.8619000;104272
23/09/20;17:00:00;76.8725000;76.9445000;76.6324000;76.7943000;101705
23/09/20;18:00:00;76.7944000;77.1000000;76.7683000;76.8676000;103978
23/09/20;19:00:00;76.8676000;76.8757000;76.5950000;76.7747000;51930
23/09/20;20:00:00;76.7887000;76.8039000;76.6291000;76.7103000;38900
23/09/20;21:00:00;76.6702000;76.9370300;76.6650000;76.8870000;27774
23/09/20;22:00:00;76.8850000;77.0055000;76.8527000;76.9754800;35950
23/09/20;23:00:00;76.9754900;77.0878000;76.9150000;77.0875000;34953
24/09/20;00:00:00;77.0776000;77.0925000;76.8700000;76.9200000;12270
24/09/20;01:00:00;77.0195000;77.0480000;76.4760000;76.8008000;66
24/09/20;02:00:00;76.8220000;76.8460000;76.4930000;76.5050000;502
24/09/20;03:00:00;76.5060000;76.9890000;76.4990000;76.5960000;821
24/09/20;04:00:00;76.8305000;76.9376000;76.5320000;76.5830000;1362
24/09/20;05:00:00;76.8407000;76.9459000;76.5520000;76.8471000;523
24/09/20;06:00:00;76.5600000;76.8906000;76.5480000;76.8581000;1068
24/09/20;07:00:00;76.6170000;76.8905000;76.5590000;76.6260000;736
24/09/20;08:00:00;76.8773000;76.9481000;76.5900000;76.7130000;1976
24/09/20;09:00:00;76.8906000;77.0257000;76.6290000;76.8790000;1298
24/09/20;10:00:00;77.0184000;77.2100000;76.8600000;77.1550000;2421
24/09/20;11:00:00;77.1755000;77.2170000;76.8713000;77.0799000;120887
24/09/20;12:00:00;77.0796000;77.4400000;77.0664000;77.2386000;97300
24/09/20;13:00:00;77.2383000;77.3777100;77.1340000;77.1889000;126646
24/09/20;14:00:00;77.1888000;77.2582000;76.9388000;77.0373000;128597
24/09/20;15:00:00;76.9974000;77.2823100;76.8554000;77.2372000;118174
24/09/20;16:00:00;77.2425000;77.4059100;77.0770000;77.3894000;93050
24/09/20;17:00:00;77.3894000;77.4910000;77.1735000;77.2650000;108867
24/09/20;18:00:00;77.2650000;77.4076100;77.0572000;77.2597000;110290
24/09/20;19:00:00;77.2596000;77.3894000;77.0228000;77.0535000;67382
24/09/20;20:00:00;77.0946100;77.1475000;76.8970000;76.9699000;43582
24/09/20;21:00:00;76.9700000;77.0288100;76.8521000;76.9712000;36192
24/09/20;22:00:00;76.9813000;77.0900000;76.8800000;77.0884700;33131
24/09/20;23:00:00;77.0850000;77.2088400;76.9873000;77.1292600;32240
25/09/20;00:00:00;77.1286600;77.1569300;76.5810000;76.8340000;8858
25/09/20;01:00:00;77.0275000;77.1397000;76.7620000;76.8630000;475
25/09/20;02:00:00;76.9260000;77.2750000;76.6130000;77.1013000;204
25/09/20;03:00:00;77.1008000;77.1009000;76.6730000;77.0485000;287
25/09/20;04:00:00;77.0482000;77.1043000;76.6550000;77.0106000;337
25/09/20;05:00:00;77.0177000;77.1081000;76.6360000;76.6840000;361
25/09/20;06:00:00;77.0160000;77.1318000;76.6590000;76.7900000;793
25/09/20;07:00:00;77.0749000;77.1335000;76.6510000;76.6940000;901
25/09/20;08:00:00;77.0508000;77.3630000;76.6940000;76.8990000;1806
25/09/20;09:00:00;77.0383000;77.1281000;76.8180000;76.9290000;1171
25/09/20;10:00:00;77.0187000;77.1003000;76.7600000;76.8367000;2081
25/09/20;11:00:00;76.8402000;76.9855500;76.5976000;76.7857000;61247
25/09/20;12:00:00;76.8033000;77.0857500;76.7222000;76.9988000;50452
25/09/20;13:00:00;77.0050000;77.4153800;76.9398000;77.3310100;46603
25/09/20;14:00:00;77.3200000;77.7921500;77.2581000;77.7553700;59283
25/09/20;15:00:00;77.7550000;77.8650100;77.4551000;77.5375000;47588
25/09/20;16:00:00;77.5375000;77.8569100;77.4982000;77.7371000;60018
25/09/20;17:00:00;77.7371000;78.2625000;77.6556000;78.1900000;95300
25/09/20;18:00:00;78.1900000;78.5100000;78.1299000;78.2430000;198672
25/09/20;19:00:00;78.2430000;78.4423000;78.0800000;78.3114000;52712
25/09/20;20:00:00;78.3117000;78.4400000;78.2959000;78.3800000;41728
25/09/20;21:00:00;78.3750000;78.4713000;78.1614000;78.2110000;36457
25/09/20;22:00:00;78.2100000;78.2780000;78.0409000;78.1686000;35498
25/09/20;23:00:00;78.1813200;78.2700000;78.0631000;78.2239000;24169
26/09/20;00:00:00;78.2335100;78.2680000;78.0000000;78.0826000;11274
26/09/20;01:00:00;78.0785000;78.1925000;78.0785000;78.0969000;10
26/09/20;02:00:00;78.0650000;78.0650000;78.0650000;78.0650000;2
27/09/20;20:00:00;78.1381000;78.1381000;78.1381000;78.1381000;6
27/09/20;23:00:00;78.1127000;78.1846000;77.9900000;78.1732000;7
28/09/20;00:00:00;77.9446000;77.9446000;77.8770000;77.8770000;4
28/09/20;01:00:00;78.1322000;78.3504000;77.8890000;78.3379000;46
28/09/20;02:00:00;77.9738000;78.3303000;77.9330000;78.0020000;842
28/09/20;03:00:00;78.1095000;78.1263000;77.9690000;77.9860000;515
28/09/20;04:00:00;78.1251000;78.4900000;77.9870000;78.1230000;453
28/09/20;05:00:00;78.1260000;78.4072000;78.0300000;78.2348000;227
28/09/20;06:00:00;78.2353000;78.2374000;78.0300000;78.2087000;226
28/09/20;07:00:00;78.2028000;78.2880000;78.0570000;78.1170000;204
28/09/20;08:00:00;78.2070000;78.2763000;77.8760000;78.0630000;175
28/09/20;09:00:00;78.2249000;78.2630000;78.0100000;78.1765000;723
28/09/20;10:00:00;78.0780000;78.2265000;78.0050000;78.0600000;1147
28/09/20;11:00:00;78.0643000;78.9874000;78.0200000;78.5511000;124943
28/09/20;12:00:00;78.5875000;78.7907200;78.5158000;78.6763000;106963
28/09/20;13:00:00;78.7200000;78.9279300;78.5950000;78.8725000;127419
28/09/20;14:00:00;78.8725000;78.9263300;78.6190000;78.7730000;110116
28/09/20;15:00:00;78.7730000;78.8709700;78.5263000;78.6194000;78480
28/09/20;16:00:00;78.6600000;78.7609100;78.4665000;78.6737000;80269
28/09/20;17:00:00;78.7100000;78.9750100;78.6405000;78.9418000;100157
28/09/20;18:00:00;78.9408300;79.1854100;78.8615000;79.1063000;111085
28/09/20;19:00:00;79.1061000;79.1862000;78.9392000;79.0320000;81108
28/09/20;20:00:00;79.0342100;79.2920000;78.9915000;79.1720000;62979
28/09/20;21:00:00;79.1675000;79.2264000;79.0094000;79.0742000;49264
28/09/20;22:00:00;79.0903000;79.1221600;78.9721000;79.0241000;41356
28/09/20;23:00:00;79.0240000;79.1425000;78.9972000;79.0494000;37397
29/09/20;00:00:00;79.0425000;79.1070000;78.7960000;79.0814000;13460
29/09/20;01:00:00;79.0890000;79.2109000;78.7030000;78.9750000;2125
29/09/20;02:00:00;79.1369000;79.2081000;78.7210000;79.1395000;1366
29/09/20;03:00:00;79.1890000;79.2216000;78.8110000;79.2216000;2149
29/09/20;04:00:00;79.2089000;79.2446000;78.8060000;78.9520000;2312
29/09/20;05:00:00;78.9530000;79.2380000;78.9180000;78.9870000;2109
29/09/20;06:00:00;78.9870000;79.2407000;78.9870000;79.0430000;1835
29/09/20;07:00:00;79.1030000;79.2980000;78.9850000;79.2130000;1434
29/09/20;08:00:00;79.2074000;79.2400000;78.8910000;79.0793000;2110
29/09/20;09:00:00;79.0868000;79.1141000;78.7520000;78.9028000;1216
29/09/20;10:00:00;78.9039000;79.3350000;78.7400000;79.2431000;2882
29/09/20;11:00:00;79.2489000;79.8686100;79.1435000;79.5925000;187898
29/09/20;12:00:00;79.5925000;79.9676400;79.5464000;79.7528000;180976
29/09/20;13:00:00;79.7528000;79.8076600;79.3234000;79.3487000;148082
29/09/20;14:00:00;79.3483000;79.4428100;78.7062000;78.8589000;165329
29/09/20;15:00:00;78.8941000;79.0688100;78.5509000;78.8150000;102621
29/09/20;16:00:00;78.7994000;78.8850000;78.5799000;78.7591000;84007
29/09/20;17:00:00;78.7485000;78.9332000;78.3997000;78.7816000;86382
29/09/20;18:00:00;78.7851000;79.3719000;78.7400000;79.1825000;81893
29/09/20;19:00:00;79.1739000;79.3380100;79.0299000;79.2460000;49619
29/09/20;20:00:00;79.2463000;79.3554100;78.8680000;79.0338000;42132
29/09/20;21:00:00;79.0300000;79.1075000;78.9238000;79.0160000;35747
29/09/20;22:00:00;79.0125000;79.0520000;78.7850000;78.8790000;27559
29/09/20;23:00:00;78.8684000;78.9620000;78.8170000;78.9525000;19876
30/09/20;00:00:00;78.9525000;79.0930000;78.8780000;79.0735000;12638
30/09/20;01:00:00;79.0787000;79.1050000;78.7050000;79.0173000;424
30/09/20;02:00:00;79.0029000;79.0251000;78.8350000;79.0219000;114
30/09/20;03:00:00;78.9189000;79.1789000;78.5930000;78.9961000;983
30/09/20;04:00:00;78.9835000;79.0773000;78.6000000;78.6800000;1205
30/09/20;05:00:00;78.6490000;78.8937000;78.6490000;78.8790000;300
30/09/20;06:00:00;78.7040000;78.8870000;78.5310000;78.8041000;1567
30/09/20;07:00:00;78.8036000;78.9136000;78.5660000;78.9136000;1083
30/09/20;08:00:00;78.7290000;79.1500000;78.6760000;78.9170000;1209
30/09/20;09:00:00;79.0764000;79.1669000;78.8790000;79.0420000;875
30/09/20;10:00:00;79.0939000;79.3392000;78.9570000;79.2730000;1473
30/09/20;11:00:00;79.2720000;79.3828200;78.5393000;78.7625000;118784
30/09/20;12:00:00;78.7237000;78.7898300;78.3339000;78.4338000;149198
30/09/20;13:00:00;78.4725000;78.5219000;78.1771000;78.2225000;162302
30/09/20;14:00:00;78.2225000;78.5055000;78.1100000;78.3374000;127333
30/09/20;15:00:00;78.3425000;78.4971000;78.1672000;78.4275000;68285
30/09/20;16:00:00;78.4275000;78.4644100;78.0124000;78.1000000;81789
30/09/20;17:00:00;78.1000000;78.1944000;77.7249000;77.7760000;119812
30/09/20;18:00:00;77.7674000;77.8362000;77.5063000;77.5160000;172296
30/09/20;19:00:00;77.5479000;77.6834000;77.5075000;77.5500000;72751
30/09/20;20:00:00;77.5673000;77.7333000;77.5350000;77.6140000;37014
30/09/20;21:00:00;77.6150000;77.6836000;77.5770000;77.6033000;19984
30/09/20;22:00:00;77.6047000;77.8375500;77.5651000;77.7608000;49509
30/09/20;23:00:00;77.7750000;77.8413000;77.5950000;77.6900000;31256
01/10/20;00:00:00;77.6900000;77.7186000;77.5050000;77.5260000;10499
01/10/20;01:00:00;77.6225000;77.6950000;77.4750000;77.6484000;119
01/10/20;02:00:00;77.4760000;77.6973000;77.4760000;77.6783000;191
01/10/20;03:00:00;77.6827000;77.7009000;77.4800000;77.4870000;1406
01/10/20;04:00:00;77.6825000;77.6950000;77.4500000;77.5100000;670
01/10/20;05:00:00;77.5100000;77.6332000;77.4870000;77.5130000;980
01/10/20;06:00:00;77.4910000;77.6345000;77.4910000;77.6170000;1271
01/10/20;07:00:00;77.6167000;77.7214000;77.5330000;77.6580000;1175
01/10/20;08:00:00;77.6520000;77.7680000;77.5660000;77.6990000;713
01/10/20;09:00:00;77.6919000;77.7713000;77.2570000;77.2900000;1655
01/10/20;10:00:00;77.3493000;77.3910000;76.8900000;77.0602000;2300
01/10/20;11:00:00;77.0614000;77.4155100;77.0418000;77.3440000;118782
01/10/20;12:00:00;77.3475000;77.4648600;77.1294000;77.3921100;137628
01/10/20;13:00:00;77.3443000;77.4320000;77.2427000;77.2880000;91614
01/10/20;14:00:00;77.2877000;77.3524000;77.0791000;77.2167100;78378
01/10/20;15:00:00;77.2075000;77.2561100;76.9588000;77.0825000;92404
01/10/20;16:00:00;77.0825000;77.2341700;76.9840000;77.2000000;56924
01/10/20;17:00:00;77.1950000;77.4929000;77.1150000;77.3170000;136509
01/10/20;18:00:00;77.3141000;77.6254000;77.3036000;77.4436000;121917
01/10/20;19:00:00;77.4083000;77.5735100;77.3793000;77.4790000;63711
01/10/20;20:00:00;77.4725000;77.5893100;77.3611000;77.4925000;52113
01/10/20;21:00:00;77.4759000;77.5180000;77.2633000;77.2999000;33937
01/10/20;22:00:00;77.2986000;77.4870500;77.2716000;77.3318700;41719
01/10/20;23:00:00;77.3275000;77.4005700;77.2197000;77.2975000;26922
02/10/20;00:00:00;77.2975000;77.3591000;76.9290000;76.9320000;10911
02/10/20;01:00:00;77.2120000;77.2120000;76.6530000;77.1386000;77
02/10/20;02:00:00;77.1263000;77.2341000;76.6970000;77.1994000;1015
02/10/20;03:00:00;76.8660000;77.2577000;76.8660000;77.0140000;2217
02/10/20;04:00:00;77.2393000;77.2739000;76.9720000;77.0750000;1781
02/10/20;05:00:00;77.0750000;77.2848000;77.0130000;77.2487000;1270
02/10/20;06:00:00;77.0670000;77.3716000;77.0140000;77.0930000;1361
02/10/20;07:00:00;77.3388000;77.4818000;77.0680000;77.3930000;1768
02/10/20;08:00:00;77.3600000;77.5752000;77.3400000;77.5309000;584
02/10/20;09:00:00;77.5297000;77.8710000;77.4870000;77.8360000;2482
02/10/20;10:00:00;77.8710000;77.8730000;77.5830000;77.7468000;1903
02/10/20;11:00:00;77.7700000;78.3521100;77.6599000;78.1501000;137366
02/10/20;12:00:00;78.1933000;78.5018100;78.1115000;78.4650000;148448
02/10/20;13:00:00;78.4247000;78.5413000;78.2867000;78.4741000;138273
02/10/20;14:00:00;78.5150000;78.6954500;78.3669000;78.3858000;123310
02/10/20;15:00:00;78.3854000;78.6090000;78.3313000;78.5779500;78595
02/10/20;16:00:00;78.5344000;78.6603000;78.2920000;78.6060000;111261
02/10/20;17:00:00;78.6025000;78.8106500;78.1737000;78.3804100;139611
02/10/20;18:00:00;78.3700000;78.4864800;78.1826000;78.4327000;124412
02/10/20;19:00:00;78.4325000;78.5292000;78.0911000;78.3370000;81802
02/10/20;20:00:00;78.3370000;78.4110000;78.0595000;78.1375000;83106
02/10/20;21:00:00;78.1468000;78.2481000;78.0696000;78.1488000;65236
02/10/20;22:00:00;78.1489000;78.2509300;78.0891000;78.1880000;40740
02/10/20;23:00:00;78.1878000;78.2648900;78.1300000;78.2030000;23662
03/10/20;00:00:00;78.2021000;78.2578000;78.0540000;78.1801000;6540
03/10/20;01:00:00;78.1679000;78.1679000;78.1679000;78.1679000;6
04/10/20;20:00:00;78.1930000;78.1930000;78.1930000;78.1930000;6
04/10/20;22:00:00;78.3450000;78.3450000;77.9050000;77.9050000;2
04/10/20;23:00:00;78.2000000;78.3400000;78.0540000;78.3350000;10
05/10/20;00:00:00;78.2950000;78.2950000;78.2950000;78.2950000;1
05/10/20;01:00:00;78.0610000;78.3409000;77.8790000;77.9950000;250
05/10/20;02:00:00;78.1532000;78.3350000;77.8130000;78.1740000;823
05/10/20;03:00:00;78.1886000;78.3900000;77.9470000;78.1600000;539
05/10/20;04:00:00;78.1563000;78.2235000;77.9700000;78.0410000;510
05/10/20;05:00:00;78.0410000;78.2267000;77.9710000;78.0450000;507
05/10/20;06:00:00;78.1321000;78.1702000;77.9990000;78.1305000;503
05/10/20;07:00:00;78.0290000;78.1704000;78.0200000;78.0580000;598
05/10/20;08:00:00;78.0550000;78.1770000;78.0140000;78.0420000;753
05/10/20;09:00:00;78.0760000;78.1322000;77.5270000;77.9100000;860
05/10/20;10:00:00;77.9571000;78.0770000;77.8420000;77.9644000;1482
05/10/20;11:00:00;77.9635000;78.2551000;77.7672000;78.2450000;156897
05/10/20;12:00:00;78.2044000;78.4580000;78.0917000;78.3325000;121555
05/10/20;13:00:00;78.2937000;78.4436000;78.2305000;78.3025000;115403
05/10/20;14:00:00;78.2634000;78.6416000;78.2417000;78.5322000;88796
05/10/20;15:00:00;78.5322000;78.8760000;78.4501000;78.6835000;94976
05/10/20;16:00:00;78.6498000;78.8628000;78.5493000;78.7428000;100388
05/10/20;17:00:00;78.7418000;78.7934000;78.3229000;78.3601000;110691
05/10/20;18:00:00;78.3571000;78.3900000;78.1476000;78.2375000;105537
05/10/20;19:00:00;78.2277000;78.4622000;78.1614000;78.3803000;83673
05/10/20;20:00:00;78.3957000;78.3957100;78.0098000;78.1020000;46816
05/10/20;21:00:00;78.0650000;78.2170000;78.0430000;78.1900000;30188
05/10/20;22:00:00;78.1900000;78.2333000;78.0918000;78.1400000;25066
05/10/20;23:00:00;78.1350000;78.1697300;78.0869000;78.1525000;13948
06/10/20;00:00:00;78.1511000;78.1704700;77.9980000;78.0640000;8285
06/10/20;01:00:00;78.0738000;78.1316000;77.8530000;78.1149000;338
06/10/20;02:00:00;78.0738000;78.1328000;77.9590000;78.0150000;371
06/10/20;03:00:00;78.0487000;78.1404000;77.9700000;78.0554000;232
06/10/20;04:00:00;78.0625000;78.1874000;77.9860000;78.0090000;646
06/10/20;05:00:00;78.0090000;78.1869000;77.9860000;78.0150000;948
06/10/20;06:00:00;78.0150000;78.2053000;77.8530000;78.0120000;686
06/10/20;07:00:00;78.0140000;78.2093000;77.9800000;78.1512000;725
06/10/20;08:00:00;78.1516000;78.1785000;77.9630000;78.0220000;723
06/10/20;09:00:00;78.0826000;78.1190000;77.9600000;77.9950000;1716
06/10/20;10:00:00;78.0821000;78.2755000;77.8530000;78.1910000;1452
06/10/20;11:00:00;78.1846000;78.6449000;78.1200000;78.4837000;180499
06/10/20;12:00:00;78.4837000;78.6606800;78.4312000;78.5060000;141975
06/10/20;13:00:00;78.5010700;78.5266000;78.2958000;78.4000000;137869
06/10/20;14:00:00;78.3910000;78.4670000;78.1356000;78.1704000;121008
06/10/20;15:00:00;78.1705000;78.2398300;77.8182000;77.8735500;130870
06/10/20;16:00:00;77.8700000;77.9380000;77.5602000;77.8037000;143621
06/10/20;17:00:00;77.8050000;77.9800000;77.7041000;77.8775000;126008
06/10/20;18:00:00;77.8775000;78.0610000;77.7610000;77.9130000;96900
06/10/20;19:00:00;77.9437000;78.1107800;77.8402000;78.0425000;76199
06/10/20;20:00:00;78.0480100;78.1620000;77.9506000;78.0140000;51654
06/10/20;21:00:00;78.0150000;78.0470000;77.8690000;77.9825000;38151
06/10/20;22:00:00;77.9339000;78.3327100;77.8828000;78.2600000;41883
06/10/20;23:00:00;78.2600000;78.4333900;78.1865000;78.3625000;61272
07/10/20;00:00:00;78.3625000;78.4525000;78.1810000;78.3750000;19296
07/10/20;01:00:00;78.4155000;78.4564000;78.1710000;78.4237000;288
07/10/20;02:00:00;78.4285000;78.4723000;78.3400000;78.3839000;538
07/10/20;03:00:00;78.4090000;78.4328000;78.3000000;78.4046000;1821
07/10/20;04:00:00;78.3980000;78.4566000;78.1710000;78.3590000;591
07/10/20;05:00:00;78.4368000;78.4508000;78.3400000;78.3590000;668
07/10/20;06:00:00;78.3580000;78.4469000;78.3450000;78.3720000;824
07/10/20;07:00:00;78.3720000;78.4529000;78.3660000;78.3700000;644
07/10/20;08:00:00;78.4190000;78.4576000;78.2590000;78.3660000;884
07/10/20;09:00:00;78.3660000;78.4409000;77.9150000;78.2248000;1347
07/10/20;10:00:00;78.2246000;78.3680000;78.0360000;78.1370000;2002
07/10/20;11:00:00;78.1424000;78.2410000;77.8935000;78.0550000;144473
07/10/20;12:00:00;78.0125000;78.2120000;78.0034000;78.0812000;127322
07/10/20;13:00:00;78.0812000;78.3793500;78.0679000;78.3250000;69855
07/10/20;14:00:00;78.3250000;78.4806000;78.2641000;78.3421000;54080
07/10/20;15:00:00;78.3500000;78.4616000;78.0762000;78.1150000;59679
07/10/20;16:00:00;78.1150000;78.1621900;77.9183000;77.9442000;92379
07/10/20;17:00:00;77.9441000;78.2656300;77.8890000;78.1915000;104211
07/10/20;18:00:00;78.1915000;78.2963500;78.0615000;78.2225000;129926
07/10/20;19:00:00;78.2321900;78.3056100;78.0980000;78.2347000;108559
07/10/20;20:00:00;78.2750000;78.3119000;78.0318000;78.1734300;40977
07/10/20;21:00:00;78.1625000;78.1951800;78.0430000;78.1570000;18209
07/10/20;22:00:00;78.1550000;78.1888100;77.9457000;77.9925000;23528
07/10/20;23:00:00;77.9835000;78.0105900;77.8529000;78.0075100;25923
08/10/20;00:00:00;78.0010000;78.0860000;77.8640000;77.9380000;17218
08/10/20;01:00:00;78.0279000;78.0926000;77.8430000;78.0714000;314
08/10/20;02:00:00;77.8430000;78.0927000;77.8430000;77.8990000;441
08/10/20;03:00:00;77.9540000;78.1073000;77.8430000;78.0875000;289
08/10/20;04:00:00;78.0160000;78.1050000;77.8290000;78.0351000;689
08/10/20;05:00:00;77.9500000;78.1042000;77.8130000;77.9590000;1251
08/10/20;06:00:00;77.9580000;78.0813000;77.8720000;77.8920000;776
08/10/20;07:00:00;77.9670000;78.0472000;77.8130000;77.8970000;1580
08/10/20;08:00:00;77.9570000;78.0440000;77.8130000;77.8830000;385
08/10/20;09:00:00;78.0211000;78.1014000;77.8580000;77.8980000;1048
08/10/20;10:00:00;77.9436000;78.0180000;77.6100000;77.7664000;1939
08/10/20;11:00:00;77.7505000;78.0474100;77.7318000;77.8863000;165079
08/10/20;12:00:00;77.8863000;78.1010000;77.8306000;78.0110000;141305
08/10/20;13:00:00;78.0075000;78.0495100;77.8129000;77.9400000;111754
08/10/20;14:00:00;77.8933000;77.9483000;77.4798000;77.6200000;117971
08/10/20;15:00:00;77.6150000;77.6450000;77.3925000;77.4293000;128911
08/10/20;16:00:00;77.4293000;77.4981400;77.2633000;77.4264000;120383
08/10/20;17:00:00;77.4264000;77.6781100;77.4043000;77.4550000;58804
08/10/20;18:00:00;77.4506000;77.5849100;77.3730000;77.4890000;55270
08/10/20;19:00:00;77.4600000;77.5775000;77.3196000;77.4410000;54879
08/10/20;20:00:00;77.4480000;77.4835400;77.2612000;77.3340000;27123
08/10/20;21:00:00;77.3335000;77.4020000;77.2300000;77.2765000;20574
08/10/20;22:00:00;77.2765000;77.3908000;77.2714000;77.3723100;14809
08/10/20;23:00:00;77.3725000;77.3800000;77.2433000;77.3250000;12515
09/10/20;00:00:00;77.3250000;77.3800000;77.2140000;77.3488000;7495
09/10/20;01:00:00;77.3550000;77.3744000;77.2000000;77.2410000;357
09/10/20;02:00:00;77.2685000;77.2997000;77.1930000;77.2400000;457
09/10/20;03:00:00;77.1930000;77.3025000;77.1930000;77.2732000;684
09/10/20;04:00:00;77.2530000;77.3428000;77.2030000;77.2584000;1151
09/10/20;05:00:00;77.2580000;77.3502000;77.1910000;77.2496000;2324
09/10/20;06:00:00;77.2490000;77.3930000;77.1700000;77.2250000;1555
09/10/20;07:00:00;77.2250000;77.3680000;77.1780000;77.2340000;511
09/10/20;08:00:00;77.2090000;77.3168000;77.1599000;77.2050000;432
09/10/20;09:00:00;77.2050000;77.2190000;77.1389000;77.1982000;1071
09/10/20;10:00:00;77.1902000;77.3804000;77.1450000;77.2200000;1644
09/10/20;11:00:00;77.2069000;77.2795100;76.8347000;76.9824000;51435
09/10/20;12:00:00;76.9975000;77.1637000;76.8849000;77.0939100;108711
09/10/20;13:00:00;77.0939100;77.3100400;77.0002000;77.1685000;74584
09/10/20;14:00:00;77.1775000;77.2688100;77.0498000;77.0979000;92074
09/10/20;15:00:00;77.1100000;77.2193000;76.9431000;77.0477000;74850
09/10/20;16:00:00;77.0713000;77.1518500;76.8845000;76.8879000;70904
09/10/20;17:00:00;76.8879000;77.0590000;76.8010000;76.9011500;102611
09/10/20;18:00:00;76.8817000;76.9310000;76.6363000;76.6578000;126528
09/10/20;19:00:00;76.7025000;76.8260000;76.6198000;76.7525000;80133
09/10/20;20:00:00;76.7539000;76.8619000;76.6902000;76.7916000;60879
09/10/20;21:00:00;76.7916000;76.8939400;76.7256000;76.7720000;70679
09/10/20;22:00:00;76.7280000;76.8297000;76.6954000;76.7600000;66176
